,CancelTime,HashPassportNumber_p,Male,Created,TicketID,VehicleType,VehicleClass,BuyerMobile,Cancel,DepartureTime,TripReason
0,0.3518393234672304,0.4717241411955106,0.0,0.9066585588324719,0.9867980696598443,0.7267460572899904,1.0,0.07874200633489224,0.0,0.03289134937230727,1
1,0.3518389322923526,0.47172361673272034,0.0,0.24575002390857326,0.9764753510236097,0.4869643765197788,0.9999988882002331,0.32041836837423887,0.0,0.12014018659125197,1
2,0.5131501057082453,0.4496551755255452,0.0,0.37731833384007296,0.9839286937208439,0.005471515931766978,1.0,0.12895744587585642,0.0,0.31587925057651256,0
3,0.5131501057082453,0.4496551755255452,1.0,0.23683628624340086,0.39150355324901065,0.0160926939169617,1.0,0.3626859536952987,0.0,0.41004763439585806,0
4,0.3518393234672304,0.4717241411955106,0.0,0.19268083694961166,0.3948362539970759,0.011908593498551659,1.0,0.6047499829712973,0.0,0.3507015989334954,1
5,0.5131501057082453,0.4496551755255452,1.0,0.24467232372370712,0.2992006683389703,0.04312841969745736,0.0,0.5703617746406456,0.0,0.02046858923756108,0
6,0.5131501057082453,0.4496551755255452,1.0,0.36554354736172917,0.9378477907334267,0.6153846153846154,1.0,0.21401413127265473,0.0,0.5583483564189421,0
7,0.5131501057082453,0.4496551755255452,0.0,0.9876724066447387,0.950104569300016,0.30383006115223693,1.0,0.030662192966582246,0.0,0.6888517044665996,0
8,0.3518393234672304,0.4717241411955106,1.0,0.44575582520246554,0.8947196518716665,0.0170582555519794,1.0,0.5623725879752738,0.0,0.32147914763207175,1
9,0.3518393212164015,0.47172413817774,0.0,0.057104950020264125,0.36723373396696285,0.006758931401884863,0.9999999936026793,0.8867326969762771,0.0,0.12274716800729096,1
10,0.3518393234672304,0.4717241411955106,0.0,0.7901959700378672,0.33921042308647564,0.04312841969745736,1.0,0.860993071375046,0.0,0.3730046372064983,1
11,0.5131501057082453,0.4496551755255452,1.0,0.02581608115204953,0.994671636208564,0.10009655616350177,1.0,0.599499995931666,0.0,0.050173790285153654,0
12,0.3518393234672304,0.4717241411955106,0.0,0.8664556787086432,0.3762956808902415,0.018023817186997103,1.0,0.12697960416702808,0.0,0.30934603734502686,1
13,0.5131501057082453,0.4496551755255452,1.0,0.2083667320821471,0.3023335715057555,0.04312841969745736,0.0,0.8709573790274858,0.0,0.049980690386686094,0
14,0.5131501057082453,0.4496551755255452,1.0,0.5375217667707787,0.9906949576615435,0.00804634695848085,1.0,0.6289433540963824,0.0,0.2654801770764801,0
15,0.3518393213660331,0.4717241383783568,0.0,0.23646314018931497,0.3552947044500427,0.041519150057807305,0.9999999940279634,0.4345058275933757,0.0,0.1626544801711273,1
16,0.5131501057082453,0.4496551755255452,1.0,0.7664529146742586,0.37587706962348244,0.011908593498551659,1.0,0.7062137554197356,0.0,0.2833741010011404,0
17,0.5131501057082453,0.4496551755255452,1.0,0.06252245777937478,0.9465508705842326,0.3070485999356292,1.0,0.5154816843755118,0.0,0.13307801336055827,0
18,0.5131501057082453,0.4496551755255452,0.0,0.837391857154703,0.3734995426498453,0.0028966849050531063,1.0,0.2198277897982515,0.0,0.04164521143616987,0
19,0.3518393234672304,0.4717241411955106,1.0,0.8214433787556318,0.29527654105287804,0.04602510460251046,0.0,0.9677443114921813,0.0,0.7906797175918249,1
20,0.3518393234672304,0.4717241411955106,0.0,0.5121893916360319,0.35267922132137,0.08915352429996783,1.0,0.8910020513293798,0.0,0.7555033527543181,1
21,0.20397462874219016,0.4717241382377296,0.0,0.21623040855050216,0.37516267849178836,0.011908593423882993,0.9999999937298502,0.6326419084251622,0.9999999937298502,0.38291709626021864,1
22,0.35183932091125975,0.4717241377686251,0.0,0.2535863327718002,0.3932788579036037,0.06276150582021361,0.9999999927354035,0.4916540707372566,0.0,0.4306771370867798,1
23,0.5131501057082453,0.4496551755255452,1.0,0.4142734735620111,0.9593142741430964,0.0,1.0,0.3750264161276701,0.0,0.10945545911469376,0
24,0.5131501057082453,0.4496551755255452,0.0,0.4050692390613339,0.9906558975556212,0.018667524943675573,1.0,0.34270214022989504,0.0,0.5969683361124536,0
25,0.5131501057082453,0.4496551755255452,1.0,0.6672793609552503,0.9899367547502036,0.13228194399742518,1.0,0.7645752943401966,0.0,0.8077690586062036,0
26,0.3518393234672304,0.4717241411955106,1.0,0.07818071256806434,0.3662006993043832,0.04312841969745736,1.0,0.20127850875673403,0.0,0.058895469032604994,1
27,0.5131501057082453,0.4496551755255452,1.0,0.23244147157190637,0.9231843186009493,0.2507241712262633,1.0,0.5809118562694255,0.0,0.4045442872895327,0
28,0.3518392860923123,0.4717240910855599,0.0,0.1709002278447998,0.9503737774957866,0.027357576752714878,0.9999998937727661,0.8414914362109046,0.0,0.3185826153129048,1
